0,0,0,0,0,0,0,16
0.15973,0,0,0,0,0,0,15.681
0.69967,0,0,0,0,0,0,15.086
0.8594,0,0,0,0,0,0,14.307
0,0.15973,0,0,0,0,0,15.681
0.15973,0.15973,0,0,0,0,0,15.362
0.69967,0.15973,0,0,0,0,0,14.767
0.8594,0.15973,0,0,0,0,0,13.988
0,0.69967,0,0,0,0,0,15.086
0.15973,0.69967,0,0,0,0,0,14.767
0.69967,0.69967,0,0,0,0,0,14.172
0.8594,0.69967,0,0,0,0,0,13.393
0,0.8594,0,0,0,0,0,14.307
0.15973,0.8594,0,0,0,0,0,13.988
0.69967,0.8594,0,0,0,0,0,13.393
0.8594,0.8594,0,0,0,0,0,12.614
0,0,0.15973,0,0,0,0,15.681
0.15973,0,0.15973,0,0,0,0,15.362
0.69967,0,0.15973,0,0,0,0,14.767
0.8594,0,0.15973,0,0,0,0,13.988
0,0.15973,0.15973,0,0,0,0,15.362
0.15973,0.15973,0.15973,0,0,0,0,15.043
0.69967,0.15973,0.15973,0,0,0,0,14.448
0.8594,0.15973,0.15973,0,0,0,0,13.669
0,0.69967,0.15973,0,0,0,0,14.767
0.15973,0.69967,0.15973,0,0,0,0,14.448
0.69967,0.69967,0.15973,0,0,0,0,13.853
0.8594,0.69967,0.15973,0,0,0,0,13.074
0,0.8594,0.15973,0,0,0,0,13.988
0.15973,0.8594,0.15973,0,0,0,0,13.669
0.69967,0.8594,0.15973,0,0,0,0,13.074
0.8594,0.8594,0.15973,0,0,0,0,12.295
0,0,0.69967,0,0,0,0,15.086
0.15973,0,0.69967,0,0,0,0,14.767
0.69967,0,0.69967,0,0,0,0,14.172
0.8594,0,0.69967,0,0,0,0,13.393
0,0.15973,0.69967,0,0,0,0,14.767
0.15973,0.15973,0.69967,0,0,0,0,14.448
0.69967,0.15973,0.69967,0,0,0,0,13.853
0.8594,0.15973,0.69967,0,0,0,0,13.074
0,0.69967,0.69967,0,0,0,0,14.172
0.15973,0.69967,0.69967,0,0,0,0,13.853
0.69967,0.69967,0.69967,0,0,0,0,13.259
0.8594,0.69967,0.69967,0,0,0,0,12.479
0,0.8594,0.69967,0,0,0,0,13.393
0.15973,0.8594,0.69967,0,0,0,0,13.074
0.69967,0.8594,0.69967,0,0,0,0,12.479
0.8594,0.8594,0.69967,0,0,0,0,11.7
0,0,0.8594,0,0,0,0,14.307
0.15973,0,0.8594,0,0,0,0,13.988
0.69967,0,0.8594,0,0,0,0,13.393
0.8594,0,0.8594,0,0,0,0,12.614
0,0.15973,0.8594,0,0,0,0,13.988
0.15973,0.15973,0.8594,0,0,0,0,13.669
0.69967,0.15973,0.8594,0,0,0,0,13.074
0.8594,0.15973,0.8594,0,0,0,0,12.295
0,0.69967,0.8594,0,0,0,0,13.393
0.15973,0.69967,0.8594,0,0,0,0,13.074
0.69967,0.69967,0.8594,0,0,0,0,12.479
0.8594,0.69967,0.8594,0,0,0,0,11.7
0,0.8594,0.8594,0,0,0,0,12.614
0.15973,0.8594,0.8594,0,0,0,0,12.295
0.69967,0.8594,0.8594,0,0,0,0,11.7
0.8594,0.8594,0.8594,0,0,0,0,10.921
0,0,0,0.15973,0,0,0,15.681
0.15973,0,0,0.15973,0,0,0,15.362
0.69967,0,0,0.15973,0,0,0,14.767
0.8594,0,0,0.15973,0,0,0,13.988
0,0.15973,0,0.15973,0,0,0,15.362
0.15973,0.15973,0,0.15973,0,0,0,15.043
0.69967,0.15973,0,0.15973,0,0,0,14.448
0.8594,0.15973,0,0.15973,0,0,0,13.669
