0,4
9.5856e-05,3.9999
0.00019171,3.9998
0.00028757,3.9997
0.00038343,3.9996
0.00047928,3.9995
0.00057514,3.9994
0.00067099,3.9993
0.00076685,3.9992
0.00086271,3.9991
0.00095856,3.999
0.0010544,3.9989
0.0011503,3.9988
0.0012461,3.9987
0.001342,3.9986
0.0014378,3.9985
0.0015337,3.9984
0.0016296,3.9983
0.0017254,3.9982
0.0018213,3.9981
0.0019171,3.998
0.002013,3.9979
0.0021088,3.9978
0.0022047,3.9977
0.0023006,3.9976
0.0023964,3.9975
0.0024923,3.9974
0.0025881,3.9973
0.002684,3.9972
0.0027798,3.9971
0.0028757,3.997
0.0029715,3.9969
0.0030674,3.9968
0.0031633,3.9967
0.0032591,3.9966
0.003355,3.9965
0.0034508,3.9964
0.0035467,3.9963
0.0036425,3.9962
0.0037384,3.9961
0.0038343,3.996
0.0039301,3.9959
0.004026,3.9958
0.0041218,3.9957
0.0042177,3.9956
0.0043135,3.9955
0.0044094,3.9954
0.0045052,3.9953
0.0046011,3.9952
0.004697,3.9951
0.0047928,3.995
0.0048887,3.9949
0.0049845,3.9948
0.0050804,3.9947
0.0051762,3.9946
0.0052721,3.9945
0.005368,3.9944
0.0054638,3.9943
0.0055597,3.9941
0.0056555,3.994
0.0057514,3.9939
0.0058472,3.9938
0.0059431,3.9937
0.006039,3.9936
0.0061348,3.9935
0.0062307,3.9934
0.0063265,3.9933
0.0064224,3.9932
0.0065182,3.9931
0.0066141,3.993
0.0067099,3.9929
0.0068058,3.9928
0.0069017,3.9926
0.0069975,3.9925
0.0070934,3.9924
0.0071892,3.9923
0.0072851,3.9922
0.0073809,3.9921
0.0074768,3.992
0.0075727,3.9919
0.0076685,3.9918
0.0077644,3.9917
0.0078602,3.9916
0.0079561,3.9914
0.0080519,3.9913
0.0081478,3.9912
0.0082436,3.9911
0.0083395,3.991
0.0084354,3.9909
0.0085312,3.9908
0.0086271,3.9907
0.0087229,3.9906
0.0088188,3.9904
0.0089146,3.9903
0.0090105,3.9902
0.0091064,3.9901
0.0092022,3.99
0.0092981,3.9899
0.0093939,3.9898
0.0094898,3.9897
0.0095856,3.9895
0.0096815,3.9894
0.0097773,3.9893
0.0098732,3.9892
0.0099691,3.9891
0.010065,3.989
0.010161,3.9889
0.010257,3.9888
0.010352,3.9886
0.010448,3.9885
0.010544,3.9884
0.01064,3.9883
0.010736,3.9882
0.010832,3.9881
0.010928,3.9879
0.011023,3.9878
0.011119,3.9877
0.011215,3.9876
0.011311,3.9875
0.011407,3.9874
0.011503,3.9873
0.011599,3.9871
0.011694,3.987
0.01179,3.9869
0.011886,3.9868
0.011982,3.9867
0.012078,3.9866
0.012174,3.9864
0.01227,3.9863
0.012365,3.9862
0.012461,3.9861
0.012557,3.986
0.012653,3.9858
0.012749,3.9857
0.012845,3.9856
0.012941,3.9855
0.013036,3.9854
0.013132,3.9852
0.013228,3.9851
0.013324,3.985
0.01342,3.9849
0.013516,3.9848
0.013612,3.9846
0.013707,3.9845
0.013803,3.9844
0.013899,3.9843
0.013995,3.9842
0.014091,3.984
0.014187,3.9839
0.014283,3.9838
0.014378,3.9837
0.014474,3.9836
0.01457,3.9834
0.014666,3.9833
0.014762,3.9832
0.014858,3.9831
0.014954,3.9829
0.015049,3.9828
0.015145,3.9827
0.015241,3.9826
0.015337,3.9825
0.015433,3.9823
0.015529,3.9822
0.015625,3.9821
0.01572,3.982
0.015816,3.9818
0.015912,3.9817
0.016008,3.9816
0.016104,3.9815
0.0162,3.9813
0.016296,3.9812
0.016391,3.9811
0.016487,3.981
0.016583,3.9808
0.016679,3.9807
0.016775,3.9806
0.016871,3.9805
0.016967,3.9803
0.017062,3.9802
0.017158,3.9801
0.017254,3.98
0.01735,3.9798
0.017446,3.9797
0.017542,3.9796
0.017638,3.9794
0.017733,3.9793
0.017829,3.9792
0.017925,3.9791
0.018021,3.9789
0.018117,3.9788
0.018213,3.9787
0.018309,3.9785
0.018404,3.9784
0.0185,3.9783
0.018596,3.9782
0.018692,3.978
0.018788,3.9779
0.018884,3.9778
0.01898,3.9776
0.019075,3.9775
0.019171,3.9774
0.019267,3.9773
0.019363,3.9771
0.019459,3.977
0.019555,3.9769
0.019651,3.9767
0.019746,3.9766
0.019842,3.9765
0.019938,3.9763
0.020034,3.9762
0.02013,3.9761
0.020226,3.9759
0.020322,3.9758
0.020417,3.9757
0.020513,3.9755
0.020609,3.9754
0.020705,3.9753
0.020801,3.9751
0.020897,3.975
0.020993,3.9749
0.021088,3.9747
0.021184,3.9746
0.02128,3.9745
0.021376,3.9743
0.021472,3.9742
0.021568,3.9741
0.021664,3.9739
0.021759,3.9738
0.021855,3.9737
0.021951,3.9735
0.022047,3.9734
0.022143,3.9733
0.022239,3.9731
0.022335,3.973
0.02243,3.9729
0.022526,3.9727
0.022622,3.9726
0.022718,3.9725
0.022814,3.9723
0.02291,3.9722
