0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,3.5301,19.612
0,0,0,0,0,0,0,0,8.0498,17.889
0,0,0,0,0,0,0,0,12.728,14.142
0,0,0,0,0,0,0,0,16.1,8.9443
0,0,0,0,0,0,0,0,17.65,3.9223
0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,3.1379,0,19.612
0,0,0,0,0,0,0,3.7712,4.2426,18.856
0,0,0,0,0,0,0,4.2762,9.6214,16.036
0,0,0,0,0,0,0,4.2762,14.432,10.69
0,0,0,0,0,0,0,3.7712,16.971,4.714
0,0,0,0,0,0,0,3.1379,17.65,0
0,0,0,0,0,0,0,7.1554,0,17.889
0,0,0,0,0,0,0,8.5524,4.8107,16.036
0,0,0,0,0,0,0,9.2376,10.392,11.547
0,0,0,0,0,0,0,8.5524,14.432,5.3452
0,0,0,0,0,0,0,7.1554,16.1,0
0,0,0,0,0,0,0,11.314,0,14.142
0,0,0,0,0,0,0,12.829,4.8107,10.69
0,0,0,0,0,0,0,12.829,9.6214,5.3452
0,0,0,0,0,0,0,11.314,12.728,0
0,0,0,0,0,0,0,14.311,0,8.9443
0,0,0,0,0,0,0,15.085,4.2426,4.714
0,0,0,0,0,0,0,14.311,8.0498,0
0,0,0,0,0,0,0,15.689,0,3.9223
0,0,0,0,0,0,0,15.689,3.5301,0
0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,2.7456,0,0,19.612
0,0,0,0,0,0,3.2998,0,4.2426,18.856
0,0,0,0,0,0,3.7417,0,9.6214,16.036
0,0,0,0,0,0,3.7417,0,14.432,10.69
0,0,0,0,0,0,3.2998,0,16.971,4.714
0,0,0,0,0,0,2.7456,0,17.65,0
0,0,0,0,0,0,3.2998,3.7712,0,18.856
0,0,0,0,0,0,4.0415,4.6188,5.1962,17.321
0,0,0,0,0,0,4.4272,5.0596,11.384,12.649
0,0,0,0,0,0,4.0415,4.6188,15.588,5.7735
0,0,0,0,0,0,3.2998,3.7712,16.971,0
0,0,0,0,0,0,3.7417,8.5524,0,16.036
0,0,0,0,0,0,4.4272,10.119,5.6921,12.649
0,0,0,0,0,0,4.4272,10.119,11.384,6.3246
0,0,0,0,0,0,3.7417,8.5524,14.432,0
