0,0,0,0,0,0,14
0.1198,0,0,0,0,0,13.772
0.23959,0,0,0,0,0,13.575
0.7396,0,0,0,0,0,12.791
0.8594,0,0,0,0,0,12.307
0,0.1198,0,0,0,0,13.772
0.1198,0.1198,0,0,0,0,13.544
0.23959,0.1198,0,0,0,0,13.347
0.7396,0.1198,0,0,0,0,12.563
0.8594,0.1198,0,0,0,0,12.079
0,0.23959,0,0,0,0,13.575
0.1198,0.23959,0,0,0,0,13.347
0.23959,0.23959,0,0,0,0,13.15
0.7396,0.23959,0,0,0,0,12.366
0.8594,0.23959,0,0,0,0,11.882
0,0.7396,0,0,0,0,12.791
0.1198,0.7396,0,0,0,0,12.563
0.23959,0.7396,0,0,0,0,12.366
0.7396,0.7396,0,0,0,0,11.582
0.8594,0.7396,0,0,0,0,11.098
0,0.8594,0,0,0,0,12.307
0.1198,0.8594,0,0,0,0,12.079
0.23959,0.8594,0,0,0,0,11.882
0.7396,0.8594,0,0,0,0,11.098
0.8594,0.8594,0,0,0,0,10.614
0,0,0.1198,0,0,0,13.772
0.1198,0,0.1198,0,0,0,13.544
0.23959,0,0.1198,0,0,0,13.347
0.7396,0,0.1198,0,0,0,12.563
0.8594,0,0.1198,0,0,0,12.079
0,0.1198,0.1198,0,0,0,13.544
0.1198,0.1198,0.1198,0,0,0,13.316
0.23959,0.1198,0.1198,0,0,0,13.119
0.7396,0.1198,0.1198,0,0,0,12.335
0.8594,0.1198,0.1198,0,0,0,11.851
0,0.23959,0.1198,0,0,0,13.347
0.1198,0.23959,0.1198,0,0,0,13.119
0.23959,0.23959,0.1198,0,0,0,12.922
0.7396,0.23959,0.1198,0,0,0,12.138
0.8594,0.23959,0.1198,0,0,0,11.654
0,0.7396,0.1198,0,0,0,12.563
0.1198,0.7396,0.1198,0,0,0,12.335
0.23959,0.7396,0.1198,0,0,0,12.138
0.7396,0.7396,0.1198,0,0,0,11.354
0.8594,0.7396,0.1198,0,0,0,10.87
0,0.8594,0.1198,0,0,0,12.079
0.1198,0.8594,0.1198,0,0,0,11.851
0.23959,0.8594,0.1198,0,0,0,11.654
0.7396,0.8594,0.1198,0,0,0,10.87
0.8594,0.8594,0.1198,0,0,0,10.386
0,0,0.23959,0,0,0,13.575
0.1198,0,0.23959,0,0,0,13.347
0.23959,0,0.23959,0,0,0,13.15
0.7396,0,0.23959,0,0,0,12.366
0.8594,0,0.23959,0,0,0,11.882
0,0.1198,0.23959,0,0,0,13.347
0.1198,0.1198,0.23959,0,0,0,13.119
0.23959,0.1198,0.23959,0,0,0,12.922
0.7396,0.1198,0.23959,0,0,0,12.138
0.8594,0.1198,0.23959,0,0,0,11.654
0,0.23959,0.23959,0,0,0,13.15
0.1198,0.23959,0.23959,0,0,0,12.922
0.23959,0.23959,0.23959,0,0,0,12.726
0.7396,0.23959,0.23959,0,0,0,11.942
0.8594,0.23959,0.23959,0,0,0,11.457
0,0.7396,0.23959,0,0,0,12.366
0.1198,0.7396,0.23959,0,0,0,12.138
0.23959,0.7396,0.23959,0,0,0,11.942
0.7396,0.7396,0.23959,0,0,0,11.157
0.8594,0.7396,0.23959,0,0,0,10.673
0,0.8594,0.23959,0,0,0,11.882
0.1198,0.8594,0.23959,0,0,0,11.654
0.23959,0.8594,0.23959,0,0,0,11.457
0.7396,0.8594,0.23959,0,0,0,10.673
0.8594,0.8594,0.23959,0,0,0,10.189
0,0,0.7396,0,0,0,12.791
0.1198,0,0.7396,0,0,0,12.563
0.23959,0,0.7396,0,0,0,12.366
0.7396,0,0.7396,0,0,0,11.582
0.8594,0,0.7396,0,0,0,11.098
0,0.1198,0.7396,0,0,0,12.563
0.1198,0.1198,0.7396,0,0,0,12.335
0.23959,0.1198,0.7396,0,0,0,12.138
0.7396,0.1198,0.7396,0,0,0,11.354
0.8594,0.1198,0.7396,0,0,0,10.87
0,0.23959,0.7396,0,0,0,12.366
0.1198,0.23959,0.7396,0,0,0,12.138
0.23959,0.23959,0.7396,0,0,0,11.942
0.7396,0.23959,0.7396,0,0,0,11.157
0.8594,0.23959,0.7396,0,0,0,10.673
0,0.7396,0.7396,0,0,0,11.582
0.1198,0.7396,0.7396,0,0,0,11.354
0.23959,0.7396,0.7396,0,0,0,11.157
0.7396,0.7396,0.7396,0,0,0,10.373
0.8594,0.7396,0.7396,0,0,0,9.8892
0,0.8594,0.7396,0,0,0,11.098
0.1198,0.8594,0.7396,0,0,0,10.87
0.23959,0.8594,0.7396,0,0,0,10.673
0.7396,0.8594,0.7396,0,0,0,9.8892
0.8594,0.8594,0.7396,0,0,0,9.4051
0,0,0.8594,0,0,0,12.307
0.1198,0,0.8594,0,0,0,12.079
0.23959,0,0.8594,0,0,0,11.882
0.7396,0,0.8594,0,0,0,11.098
0.8594,0,0.8594,0,0,0,10.614
0,0.1198,0.8594,0,0,0,12.079
0.1198,0.1198,0.8594,0,0,0,11.851
0.23959,0.1198,0.8594,0,0,0,11.654
0.7396,0.1198,0.8594,0,0,0,10.87
