0,0,0,0,0,0,0,1
2.501e-05,2.501e-05,3.5369e-05,5.002e-05,7.0739e-05,0.00010004,0.00014148,1
5.003e-05,5.003e-05,7.0753e-05,0.00010006,0.00014151,0.00020012,0.00028301,1
7.506e-05,7.506e-05,0.00010615,0.00015012,0.0002123,0.00030024,0.0004246,1
0.0001001,0.0001001,0.00014156,0.0002002,0.00028313,0.0004004,0.00056625,1
0.00012515,0.00012515,0.00017699,0.0002503,0.00035398,0.0005006,0.00070796,1
0.00015021,0.00015021,0.00021243,0.00030042,0.00042486,0.00060084,0.00084972,1
0.00017528,0.00017528,0.00024788,0.00035056,0.00049577,0.00070112,0.00099153,1
0.00020036,0.00020036,0.00028335,0.00040072,0.0005667,0.00080144,0.0011334,1
0.00022545,0.00022545,0.00031884,0.0004509,0.00063767,0.0009018,0.0012753,1
0.00025055,0.00025055,0.00035433,0.0005011,0.00070866,0.0010022,0.0014173,1
0.00027566,0.00027566,0.00038984,0.00055132,0.00077969,0.0011026,0.0015594,1
0.00030078,0.00030078,0.00042537,0.00060156,0.00085074,0.0012031,0.0017015,1
0.00032591,0.00032591,0.00046091,0.00065182,0.00092182,0.0013036,0.0018436,1
0.00035105,0.00035105,0.00049646,0.0007021,0.00099292,0.0014042,0.0019858,1
0.0003762,0.0003762,0.00053203,0.0007524,0.0010641,0.0015048,0.0021281,1
0.00040136,0.00040136,0.00056761,0.00080273,0.0011352,0.0016055,0.0022704,0.99999
0.00042653,0.00042653,0.00060321,0.00085307,0.0012064,0.0017061,0.0024128,0.99999
0.00045171,0.00045171,0.00063882,0.00090343,0.0012776,0.0018069,0.0025553,0.99999
0.0004769,0.0004769,0.00067444,0.00095381,0.0013489,0.0019076,0.0026978,0.99999
0.0005021,0.0005021,0.00071008,0.0010042,0.0014202,0.0020084,0.0028403,0.99999
0.00052732,0.00052732,0.00074574,0.0010546,0.0014915,0.0021093,0.0029829,0.99999
0.00055254,0.00055254,0.0007814,0.0011051,0.0015628,0.0022101,0.0031256,0.99999
0.00057777,0.00057777,0.00081709,0.0011555,0.0016342,0.0023111,0.0032683,0.99999
0.00060301,0.00060301,0.00085278,0.001206,0.0017056,0.002412,0.0034111,0.99999
0.00062826,0.00062826,0.00088849,0.0012565,0.001777,0.002513,0.003554,0.99999
0.00065352,0.00065352,0.00092422,0.001307,0.0018484,0.0026141,0.0036969,0.99999
0.00067879,0.00067879,0.00095996,0.0013576,0.0019199,0.0027152,0.0038398,0.99999
0.00070407,0.00070407,0.00099571,0.0014081,0.0019914,0.0028163,0.0039828,0.99998
0.00072936,0.00072936,0.0010315,0.0014587,0.002063,0.0029175,0.0041259,0.99998
0.00075467,0.00075467,0.0010673,0.0015093,0.0021345,0.0030187,0.004269,0.99998
0.00077998,0.00077998,0.0011031,0.00156,0.0022061,0.0031199,0.0044122,0.99998
0.0008053,0.0008053,0.0011389,0.0016106,0.0022777,0.0032212,0.0045555,0.99998
0.00083063,0.00083063,0.0011747,0.0016613,0.0023494,0.0033225,0.0046988,0.99998
0.00085597,0.00085597,0.0012105,0.0017119,0.0024211,0.0034239,0.0048421,0.99998
0.00088132,0.00088132,0.0012464,0.0017626,0.0024928,0.0035253,0.0049855,0.99998
0.00090669,0.00090669,0.0012822,0.0018134,0.0025645,0.0036267,0.005129,0.99997
0.00093206,0.00093206,0.0013181,0.0018641,0.0026363,0.0037282,0.0052725,0.99997
0.00095744,0.00095744,0.001354,0.0019149,0.002708,0.0038298,0.0054161,0.99997
0.00098283,0.00098283,0.0013899,0.0019657,0.0027799,0.0039313,0.0055597,0.99997
0.0010082,0.0010082,0.0014259,0.0020165,0.0028517,0.0040329,0.0057034,0.99997
0.0010336,0.0010336,0.0014618,0.0020673,0.0029236,0.0041346,0.0058472,0.99997
0.0010591,0.0010591,0.0014978,0.0021181,0.0029955,0.0042363,0.005991,0.99996
0.0010845,0.0010845,0.0015337,0.002169,0.0030674,0.004338,0.0061349,0.99996
0.0011099,0.0011099,0.0015697,0.0022199,0.0031394,0.0044398,0.0062788,0.99996
0.0011354,0.0011354,0.0016057,0.0022708,0.0032114,0.0045416,0.0064228,0.99996
0.0011609,0.0011609,0.0016417,0.0023217,0.0032834,0.0046435,0.0065668,0.99996
0.0011863,0.0011863,0.0016777,0.0023727,0.0033555,0.0047453,0.0067109,0.99995
0.0012118,0.0012118,0.0017138,0.0024236,0.0034275,0.0048473,0.0068551,0.99995
0.0012373,0.0012373,0.0017498,0.0024746,0.0034996,0.0049493,0.0069993,0.99995
0.0012628,0.0012628,0.0017859,0.0025256,0.0035718,0.0050513,0.0071436,0.99995
0.0012883,0.0012883,0.001822,0.0025767,0.003644,0.0051533,0.0072879,0.99995
0.0013139,0.0013139,0.0018581,0.0026277,0.0037161,0.0052554,0.0074323,0.99994
0.0013394,0.0013394,0.0018942,0.0026788,0.0037884,0.0053576,0.0075767,0.99994
0.0013649,0.0013649,0.0019303,0.0027299,0.0038606,0.0054597,0.0077212,0.99994
0.0013905,0.0013905,0.0019664,0.002781,0.0039329,0.005562,0.0078658,0.99994
0.0014161,0.0014161,0.0020026,0.0028321,0.0040052,0.0056642,0.0080104,0.99994
0.0014416,0.0014416,0.0020388,0.0028833,0.0040775,0.0057665,0.0081551,0.99993
0.0014672,0.0014672,0.002075,0.0029344,0.0041499,0.0058689,0.0082998,0.99993
0.0014928,0.0014928,0.0021112,0.0029856,0.0042223,0.0059712,0.0084446,0.99993
0.0015184,0.0015184,0.0021474,0.0030368,0.0042947,0.0060737,0.0085894,0.99993
0.001544,0.001544,0.0021836,0.0030881,0.0043672,0.0061761,0.0087344,0.99992
0.0015697,0.0015697,0.0022198,0.0031393,0.0044397,0.0062786,0.0088793,0.99992
0.0015953,0.0015953,0.0022561,0.0031906,0.0045122,0.0063812,0.0090243,0.99992
0.0016209,0.0016209,0.0022924,0.0032419,0.0045847,0.0064838,0.0091694,0.99992
0.0016466,0.0016466,0.0023286,0.0032932,0.0046573,0.0065864,0.0093145,0.99991
0.0016723,0.0016723,0.0023649,0.0033445,0.0047299,0.006689,0.0094597,0.99991
0.0016979,0.0016979,0.0024012,0.0033959,0.0048025,0.0067917,0.009605,0.99991
0.0017236,0.0017236,0.0024376,0.0034472,0.0048751,0.0068945,0.0097503,0.9999
