0,0,0,8
0,0,0.15951,7.4647
0,0,0.29569,6.3946
0,0,0.98438,5.6567
0,0,1.0922,4.9518
0,0,1.2,4.7976
0,0,2.2599,4.2822
0,0,2.4,3.3854
0,0,2.5484,3.2363
0,0,4.1397,1.6063
0,0,6,0
0,0.10634,0,7.4647
0,0.088414,0.13262,6.9703
0,0.073891,0.55419,5.4064
0,0.072197,0.64978,4.8225
0,0.070833,0.74374,4.9163
0,0.069727,0.83672,5.5632
0,0.066747,1.6019,4.2107
0,0.06695,1.7072,3.4132
0,0.067281,1.8166,3.1984
0,0.077612,3.0269,2.248
0,0.081236,3.29,1.9621
0,0.10634,4.6257,0
0,0.19713,0,6.3946
0,0.14805,0.33311,6.0598
0,0.14309,0.42927,5.04
0,0.13927,0.52225,4.7954
0,0.13623,0.61305,5.2725
0,0.12673,1.3307,4.5269
0,0.12676,1.4261,3.6159
0,0.12702,1.5243,3.1964
0,0.14572,2.7323,1.8927
0,0.19713,4.1397,0
0,0.22207,0.22207,6.0598
0,0.21271,0.31906,4.9639
0,0.20585,0.4117,4.8458
0,0.18405,1.1963,4.0761
0,0.18391,1.2874,3.3619
0,0.18413,1.381,3.207
0,0.20943,2.5132,1.73
0,0.28085,3.7914,0
0,0.28618,0.21463,5.04
0,0.27447,0.30878,4.8458
0,0.23997,1.0799,3.8099
0,0.23956,1.1678,3.2498
0,0.27043,2.3324,1.6491
0,0.36018,3.5118,0
0,0.36946,0.11084,5.4064
0,0.34816,0.2089,4.7954
0,0.2968,0.89039,4.5825
0,0.29533,0.97458,3.6497
0,0.29449,1.0602,3.204
0,0.29427,1.1476,3.3737
0,0.32005,2.0163,3.0271
0,0.32962,2.1755,1.6099
0,0.43657,3.2743,0
0,0.43318,0.1083,4.8225
0,0.4087,0.20435,5.2725
0,0.35298,0.79421,4.4487
0,0.35074,0.87685,3.5556
0,0.34932,0.96063,3.189
0,0.34867,1.046,3.4547
0,0.3767,1.8835,2.8463
0,0.38764,2.0351,1.5935
0,0.51096,3.0657,0
0,0.49583,0.10625,4.9163
0,0.41004,0.70292,4.3859
0,0.40677,0.78449,3.5062
0,0.40456,0.86691,3.1866
0,0.40331,0.95067,3.5168
0,0.43272,1.7618,2.7091
0,0.44493,1.9068,1.5899
0,0.58401,2.8783,0
0,0.65625,0,5.6567
0,0.55782,0.10459,5.5632
0,0.46861,0.61505,4.3859
0,0.46398,0.69597,3.4908
0,0.4607,0.77744,3.1873
0,0.48846,1.6486,2.6051
0,0.50185,1.7878,1.5931
0,0.65625,2.707,0
0,0.72812,0,4.9518
0,0.52947,0.52947,4.4487
0,0.52299,0.61016,3.5062
0,0.51829,0.69105,3.1873
0,0.54425,1.542,2.5272
0,0.55873,1.6762,1.5994
0,0.72812,2.5484,0
0,0.8,0,4.7976
0,0.59359,0.4452,4.5825
0,0.58457,0.52611,3.5556
0,0.57794,0.60683,3.1866
0,0.60036,1.4409,2.4706
0,0.61585,1.5704,1.6065
0,0.8,2.4,0
0,0.64972,0.44299,3.6497
0,0.64042,0.52398,3.189
0,0.63378,0.60497,3.5168
0,0.65708,1.344,2.4322
0,0.67349,1.4694,1.6129
0,0.87224,2.2599,0
0,0.71992,0.35996,3.8099
0,0.70678,0.44174,3.204
0,0.69734,0.52301,3.4547
0,0.71469,1.2507,2.4099
0,0.73191,1.3723,1.6176
0,0.94517,2.1266,0
0,0.79754,0.27607,4.0761
0,0.77856,0.35933,3.2498
0,0.76509,0.4414,3.3737
0,0.77348,1.1602,2.4026
0,0.7914,1.2784,1.6201
0,1.0191,1.9991,0
0,0.88712,0.1901,4.5269
