0,0,0,8
0,0,0.15951,6.5694
0,0,0.29569,6.4
0,0,0.42127,6.3223
0,0,0.54027,6.0172
0,0,0.65486,5.5966
0,0,0.76644,5.2158
0,0,0.87602,4.959
0,0,0.98438,4.8345
0,0,1.0922,4.8012
0,0,1.2,4.7988
0,0,1.3084,4.7709
0,0,1.4178,4.6793
0,0,1.5287,4.5105
0,0,1.6417,4.2745
0,0,1.7574,4
0,0,1.8762,3.7255
0,0,1.9991,3.4895
0,0,2.1266,3.3207
0,0,2.2599,3.2291
0,0,2.4,3.2012
0,0,2.5484,3.1988
0,0,2.707,3.1655
0,0,2.8783,3.041
0,0,3.0657,2.7842
0,0,3.2743,2.4034
0,0,3.5118,1.9828
0,0,3.7914,1.6777
0,0,4.1397,1.6
0,0,4.6257,1.4306
0,0,6,1.249e-16
0,0.10634,0,6.5694
0,0.088414,0.13262,6.2632
0,0.082591,0.24777,5.7301
0,0.078798,0.35459,5.228
0,0.076027,0.45616,4.9318
0,0.073891,0.55419,4.8181
0,0.072197,0.64978,4.8
0,0.070833,0.74374,4.7924
0,0.069727,0.83672,4.7371
0,0.068834,0.92925,4.6081
0,0.06812,1.0218,4.4077
0,0.067564,1.1148,4.158
0,0.06715,1.2087,3.8917
0,0.066866,1.3039,3.643
0,0.066706,1.4008,3.4404
0,0.066667,1.5,3.3007
0,0.066747,1.6019,3.2258
0,0.06695,1.7072,3.2015
0,0.067281,1.8166,3.1996
0,0.067751,1.9309,3.1823
0,0.068374,2.0512,3.1096
0,0.069171,2.1789,2.95
0,0.070174,2.3157,2.6925
0,0.071426,2.4642,2.3583
0,0.072997,2.6279,2.0073
0,0.074995,2.8123,1.7308
0,0.077612,3.0269,1.6079
0,0.081236,3.29,1.5925
0,0.086909,3.6502,1.2826
0,0.10634,4.6257,1.249e-16
0,0.19713,0,6.4
0,0.16518,0.12389,5.7301
0,0.15482,0.23223,5.1414
0,0.14805,0.33311,4.8716
0,0.14309,0.42927,4.8031
0,0.13927,0.52225,4.7989
0,0.13623,0.61305,4.7657
0,0.1338,0.70244,4.6591
0,0.13183,0.791,4.4739
0,0.13026,0.87924,4.2305
0,0.12901,0.9676,3.9623
0,0.12806,1.0565,3.7052
0,0.12737,1.1464,3.4892
0,0.12693,1.2376,3.3332
0,0.12673,1.3307,3.2419
0,0.12676,1.4261,3.2053
0,0.12702,1.5243,3.2
0,0.12753,1.626,3.1933
0,0.1283,1.7321,3.1493
0,0.12935,1.8433,3.0361
0,0.13073,1.9609,2.8355
0,0.13248,2.0866,2.552
0,0.13469,2.2224,2.2198
0,0.13748,2.3715,1.9029
0,0.14104,2.5387,1.6807
0,0.14572,2.7323,1.602
0,0.15221,2.9681,1.5827
0,0.16238,3.2881,1.2265
0,0.19713,4.1397,1.249e-16
0,0.28085,0,6.3223
0,0.23639,0.1182,5.228
0,0.22207,0.22207,4.8716
0,0.21271,0.31906,4.8014
0,0.20585,0.4117,4.7964
0,0.20057,0.50143,4.7435
0,0.1964,0.5892,4.6044
0,0.19306,0.67572,4.3868
0,0.19039,0.76155,4.1219
0,0.18826,0.84718,3.8488
0,0.18661,0.93306,3.6033
0,0.18538,1.0196,3.4112
0,0.18453,1.1072,3.2845
0,0.18405,1.1963,3.22
0,0.18391,1.2874,3.2009
0,0.18413,1.381,3.1995
0,0.1847,1.4776,3.1821
0,0.18566,1.5781,3.1157
0,0.18702,1.6832,2.9752
0,0.18885,1.7941,2.7511
0,0.19121,1.9121,2.4568
0,0.19422,2.0393,2.1327
0,0.19805,2.1785,1.8424
0,0.20296,2.334,1.6554
0,0.20943,2.5132,1.6004
0,0.21844,2.7305,1.5731
0,0.23256,3.0233,1.1874
0,0.28085,3.7914,1.249e-16
0,0.36018,0,6.0172
0,0.30411,0.11404,4.9318
0,0.28618,0.21463,4.8031
0,0.27447,0.30878,4.7964
0,0.26591,0.39887,4.7354
0,0.25934,0.48627,4.577
0,0.25417,0.57188,4.3379
0,0.25006,0.6564,4.0581
0,0.24679,0.74037,3.7813
0,0.24423,0.82426,3.5435
0,0.24227,0.90853,3.3672
0,0.24087,0.99359,3.2591
0,0.23997,1.0799,3.2105
0,0.23956,1.1678,3.2001
0,0.23961,1.258,3.1975
0,0.24015,1.3508,3.1694
0,0.24118,1.4471,3.0853
0,0.24276,1.5476,2.9252
0,0.24493,1.6533,2.686
0,0.2478,1.7656,2.3869
0,0.25149,1.8862,2.0717
0,0.25622,2.0178,1.8026
0,0.26234,2.1643,1.6404
0,0.27043,2.3324,1.6001
0,0.28171,2.5354,1.5642
0,0.29945,2.8074,1.1574
0,0.36018,3.5118,1.249e-16
0,0.43657,0,5.5966
0,0.36946,0.11084,4.8181
0,0.34816,0.2089,4.7989
0,0.33429,0.30086,4.7435
0,0.32418,0.38901,4.577
0,0.31644,0.47467,4.3221
0,0.31039,0.5587,4.0284
0,0.3056,0.64177,3.7451
0,0.30184,0.72443,3.5095
0,0.29895,0.80715,3.3419
0,0.2968,0.89039,3.2451
0,0.29533,0.97458,3.2061
0,0.29449,1.0602,3.2
0,0.29427,1.1476,3.1948
0,0.29465,1.2375,3.1572
0,0.29567,1.3305,3.0592
0,0.29735,1.4273,2.8847
0,0.29978,1.5289,2.6351
0,0.30305,1.6365,2.334
0,0.30733,1.7518,2.027
0,0.31286,1.8772,1.7745
0,0.32005,2.0163,1.6308
0,0.32962,2.1755,1.6
0,0.34302,2.3668,1.5561
0,0.36413,2.6218,1.1336
0,0.43657,3.2743,1.249e-16
0,0.51096,0,5.2158
0,0.43318,0.1083,4.8
0,0.4087,0.20435,4.7657
0,0.3928,0.2946,4.6044
0,0.38126,0.38126,4.3379
0,0.37246,0.46558,4.0284
0,0.36562,0.54843,3.7337
0,0.36027,0.63047,3.494
0,0.35612,0.71223,3.3288
0,0.35298,0.79421,3.2376
0,0.35074,0.87685,3.204
0,0.34932,0.96063,3.2
0,0.34867,1.046,3.1919
0,0.34878,1.1335,3.1466
0,0.34967,1.2238,3.0378
0,0.35136,1.3176,2.8524
0,0.35394,1.4158,2.5954
0,0.35752,1.5195,2.2935
0,0.36229,1.6303,1.9935
0,0.36852,1.7505,1.7542
0,0.3767,1.8835,1.6244
0,0.38764,2.0351,1.6
0,0.40301,2.2166,1.5489
0,0.42732,2.4571,1.1142
0,0.51096,3.0657,1.249e-16
