0,0,0,0,10
0,0,0,0.35309,8.1494
0,0,0,1.4309,6.3
0,0,0,1.6849,6.2251
0,0,0,3.0889,4.804
0,0,0,3.4342,4.1314
0,0,0,5.6495,2.1028
0,0,0,8,0
0,0,0.26482,0,8.1494
0,0,0.21027,0.28036,9.837
0,0,0.1946,0.51894,7.1941
0,0,0.18519,0.74077,5.9886
0,0,0.17892,0.95421,7.3597
0,0,0.16939,1.8068,6.0101
0,0,0.16967,2.036,4.1562
0,0,0.19169,3.5782,3.7625
0,0,0.20667,4.1335,3.6545
0,0,0.26482,5.6495,0
0,0,0.3892,0.25947,7.1941
0,0,0.36196,0.48261,6.0963
0,0,0.32074,1.4968,5.0291
0,0,0.32032,1.7084,3.9851
0,0,0.35675,3.0918,2.9971
0,0,0.48493,4.8493,0
0,0,0.55557,0.24692,5.9886
0,0,0.46763,1.247,4.6277
0,0,0.46547,1.4481,4.0689
0,0,0.51169,2.729,2.6246
0,0,0.68794,4.2805,0
0,0,0.71566,0.23855,7.3597
0,0,0.61565,1.0261,4.4775
0,0,0.61033,1.2207,4.1607
0,0,0.66196,2.4272,2.4213
0,0,0.88242,3.8238,0
0,0,1.0732,0,6.3
0,0,0.76956,0.82087,4.4775
0,0,0.75891,1.0119,4.1961
0,0,0.81081,2.1622,2.3066
0,0,1.0732,3.4342,0
0,0,1.2636,0,6.2251
0,0,0.93526,0.62351,4.6277
0,0,0.9155,0.81378,4.1607
0,0,0.96076,1.9215,2.2443
0,0,1.2636,3.0889,0
0,0,1.1226,0.42766,5.0291
0,0,1.0861,0.62063,4.0689
0,0,1.1141,1.6977,2.2167
0,0,1.4567,2.7747,0
0,0,1.3551,0.22585,6.0101
0,0,1.2813,0.4271,3.9851
0,0,1.2732,1.4855,2.2167
0,0,1.6552,2.4828,0
0,0,1.527,0.22622,4.1562
0,0,1.4411,1.281,2.2443
0,0,1.8621,2.2069,0
0,0,1.6216,1.0811,2.3066
0,0,2.081,1.9423,0
0,0,2.3167,0,4.804
0,0,1.8204,0.88261,2.4213
0,0,2.3167,1.6849,0
0,0,2.5756,0,4.1314
0,0,2.0468,0.68225,2.6246
0,0,2.5756,1.4309,0
0,0,2.3189,0.47567,2.9971
0,0,2.8679,1.1766,0
0,0,2.6836,0.25559,3.7625
0,0,3.2104,0.91725,0
0,0,3.1001,0.27557,3.6545
