0,0,0,0,10
0,0,0,0.35309,8.0017
0,0,0,0.64657,7.7319
0,0,0,0.91725,6.8439
0,0,0,1.1766,6.1852
0,0,0,1.4309,6.0039
0,0,0,1.6849,5.9855
0,0,0,1.9423,5.7856
0,0,0,2.2069,5.3044
0,0,0,2.4828,4.6956
0,0,0,2.7747,4.2144
0,0,0,3.0889,4.0145
0,0,0,3.4342,3.9961
0,0,0,3.8238,3.8148
0,0,0,4.2805,3.1561
0,0,0,4.8493,2.2681
0,0,0,5.6495,1.9983
0,0,0,8,1.5612e-16
0,0,0.26482,0,8.0017
0,0,0.21027,0.28036,6.7128
0,0,0.1946,0.51894,6.0529
0,0,0.18519,0.74077,5.9989
0,0,0.17892,0.95421,5.8732
0,0,0.17462,1.1642,5.4593
0,0,0.17177,1.3741,4.8807
0,0,0.17007,1.5873,4.3664
0,0,0.16939,1.8068,4.074
0,0,0.16967,2.036,4.0007
0,0,0.17095,2.2793,3.9823
0,0,0.17336,2.5427,3.781
0,0,0.17717,2.8348,3.2478
0,0,0.18291,3.1704,2.5145
0,0,0.19169,3.5782,2.0378
0,0,0.20667,4.1335,1.9468
0,0,0.26482,5.6495,1.5612e-16
0,0,0.48493,0,7.7319
0,0,0.3892,0.25947,6.0529
0,0,0.36196,0.48261,5.9934
0,0,0.34565,0.69131,5.7745
0,0,0.33489,0.89305,5.248
0,0,0.32769,1.0923,4.6476
0,0,0.32313,1.2925,4.2098
0,0,0.32074,1.4968,4.0224
0,0,0.32032,1.7084,3.9999
0,0,0.32186,1.9312,3.94
0,0,0.32554,2.1703,3.6402
0,0,0.3318,2.4332,3.0449
0,0,0.34155,2.7324,2.3663
0,0,0.35675,3.0918,2.0142
0,0,0.38294,3.5741,1.9112
0,0,0.48493,4.8493,1.5612e-16
0,0,0.68794,0,6.8439
0,0,0.55557,0.24692,5.9989
0,0,0.51848,0.46087,5.7745
0,0,0.4965,0.662,5.1867
0,0,0.48224,0.85732,4.5611
0,0,0.47303,1.0512,4.1529
0,0,0.46763,1.247,4.0093
0,0,0.46547,1.4481,3.9979
0,0,0.46637,1.6582,3.901
0,0,0.47049,1.8819,3.5436
0,0,0.47836,2.126,2.9241
0,0,0.49119,2.4014,2.2893
0,0,0.51169,2.729,2.0063
0,0,0.54746,3.1631,1.8839
0,0,0.68794,4.2805,1.5612e-16
0,0,0.88242,0,6.1852
0,0,0.71566,0.23855,5.8732
0,0,0.66978,0.44652,5.248
0,0,0.64299,0.64299,4.5611
0,0,0.62605,0.83473,4.1377
0,0,0.61565,1.0261,4.0057
0,0,0.61033,1.2207,3.9953
0,0,0.6095,1.4222,3.8732
0,0,0.61315,1.6351,3.4803
0,0,0.62183,1.8655,2.8488
0,0,0.63699,2.1233,2.2445
0,0,0.66196,2.4272,2.0031
0,0,0.70628,2.8251,1.8629
0,0,0.88242,3.8238,1.5612e-16
0,0,1.0732,0,6.0039
0,0,0.87311,0.23283,5.4593
0,0,0.81924,0.43693,4.6476
0,0,0.78838,0.63071,4.1529
0,0,0.76956,0.82087,4.0057
0,0,0.75891,1.0119,3.9942
0,0,0.75482,1.2077,3.859
0,0,0.75685,1.4128,3.4444
0,0,0.76542,1.6329,2.804
0,0,0.78211,1.8771,2.2181
0,0,0.81081,2.1622,2.0018
0,0,0.8629,2.5312,1.8474
0,0,1.0732,3.4342,1.5612e-16
0,0,1.2636,0,5.9855
0,0,1.0306,0.22902,4.8807
0,0,0.9694,0.43084,4.2098
0,0,0.93526,0.62351,4.0093
0,0,0.9155,0.81378,3.9953
0,0,0.90579,1.0064,3.859
0,0,0.90457,1.2061,3.4327
0,0,0.91182,1.4184,2.7831
0,0,0.9291,1.6517,2.204
0,0,0.96076,1.9215,2.0012
0,0,1.0199,2.2665,1.8367
